zvac,Vvac
-38.0,7.749999999999999
-18.000000000000004,7.749999999999999
-0.0,3.752921858504354
0.12076143425702647,3.750977137615933
0.24222889501167372,3.7490324167275126
0.3644148790312173,3.7470876958390913
0.4873322537328222,3.745142974950671
0.6109942725810897,3.74319825406225
0.7354145913052064,3.7412535331738295
0.8606072849887232,3.7393088122854086
0.9865868660890428,3.737364091396987
1.1133683034480746,3.7354193705085668
1.2409670423603036,3.733474649620146
1.3693990257697266,3.7315299287317254
1.4986807166728,3.729585207843304
1.6288291218107118,3.7276404869548836
1.7598618167411544,3.7256957660664627
1.891796972387036,3.7237510451780422
2.0246533831678635,3.721806324289621
2.1584504968282823,3.7198616034012
2.2932084460880837,3.7179168825127795
2.428948082248701,3.7159721616243586
2.5656910109029742,3.714027440735938
2.703459629907978,3.712082719847517
2.8422771697949396,3.7101379989590964
2.9821677368061112,3.7081932780706754
3.123156358765818,3.706248557182254
3.265269034012239,3.7043038362938336
3.4085327836377335,3.7023591154054127
3.5529757073092774,3.7004143945169923
3.698627042966768,3.698469673628571
3.845517230726222,3.6965249527401505
3.9936779813474037,3.6945802318517296
4.143142349661695,3.6926355109633087
4.293944813396518,3.690690790074888
4.446121357877976,3.688746069186467
4.599709567144106,3.6868013482980464
4.75474872205811,3.6848566274096255
4.911279906074985,3.682911906521205
5.069346119387025,3.6809671856327837
5.228992402255089,3.679022464744363
5.390265968424289,3.6770777438559423
5.55321634962696,3.675133022967521
5.717895552293708,3.6731883020791005
5.884358227727588,3.6712435811906796
6.052661857149256,3.669298860302259
6.222866953195525,3.6673541394138383
6.395037279653273,3.665409418525417
6.56924009143971,3.6634646976369964
6.745546397103123,3.6615199767485755
6.924031246421518,3.659575255860155
7.104774046026928,3.6576305349717337
7.287858906389071,3.6556858140833133
7.473375023963519,3.6537410931948924
7.661417102858708,3.651796372306471
7.852085821017969,3.6498516514180506
8.04548834666478,3.64790693052963
8.24173891164392,3.645962209641209
8.440959449334532,3.644017488752788
8.643280306046384,3.6420727678643674
8.848841036278413,3.6401280469759465
9.057791293969427,3.638183326087526
9.270291833967487,3.636238605199105
9.486515640465786,3.6342938843106847
9.706649202198191,3.6323491634222633
9.930893957882681,3.6304044425338424
10.159467939906076,3.628459721645422
10.39260764976403,3.6265150007570006
10.630570205571257,3.62457027986858
10.873635810382705,3.6226255589801593
11.122110600566488,3.620680838091739
11.376329946637417,3.6187361172033174
11.636662295582875,3.6167913963148965
11.903513664845777,3.614846675426476
12.177332925196762,3.612901954538055
12.458618044673578,3.6109572336496347
12.747923511266693,3.6090125127612134
13.045869211814818,3.607067791872793
13.35315112389337,3.605123070984372
13.670554283820428,3.6031783500959507
13.998968638087764,3.60123362920753
14.339408583406069,3.5992889083191093
14.693037275735835,3.597344187430689
15.06119717688164,3.5953994665422675
15.44544886352246,3.593454745653847
15.847620934519458,3.591510024765426
16.26987505715512,3.5895653038770052
16.714792020775036,3.5876205829885848
17.185487504748043,3.5856758621001634
17.685770792348727,3.583731141211743
18.220367091116895,3.581786420323322
18.79523673500111,3.5798416994349016
19.41804680926813,3.5778969785464803
20.098891848853995,3.5759522576580594
20.851440301769554,3.574007536769639
21.694849536270155,3.5720628158812175
22.657164759298823,3.570118094992797
23.781839245414016,3.568173374104376
25.141606940697343,3.5662286532159557
26.872643347731824,3.564283932327535
29.2798865049696,3.5623392114391135
33.3314159915691,3.560394490550693
60.21696104226226,3.5584497696622726
